,County Name,State,month0.0_x,month1.0_x,month2.0_x,month3.0_x,month4.0_x,month5.0_x,month6.0_x,month7.0_x,month8.0_x,month9.0_x,month0.0_y,month1.0_y,month2.0_y,month3.0_y,month4.0_y,month5.0_y,month6.0_y,month7.0_y,month8.0_y,month9.0_y,population
1441,DeSoto County,MS,0,0,103,298,553,1442,3215,4624,5694,7492,0,0,1,4,8,16,24,44,64,80,184945
1442,Forrest County,MS,0,0,30,232,592,829,1615,2128,2542,3155,0,0,0,14,39,42,51,62,75,80,74897
1443,Franklin County,MS,0,0,3,17,29,39,111,175,199,256,0,0,0,1,2,2,2,3,3,3,7713
1444,George County,MS,0,0,4,14,26,75,539,685,785,1035,0,0,0,1,1,3,4,13,13,20,24500
1445,Greene County,MS,0,0,0,5,22,96,226,295,389,487,0,0,0,1,1,8,11,14,17,18,13586
1446,Grenada County,MS,0,0,4,34,99,396,805,947,1101,1244,0,0,0,1,3,5,20,32,36,40,20758
1447,Hancock County,MS,0,0,28,68,90,123,324,495,598,892,0,0,1,5,12,13,14,20,22,29,47632
1448,Harrison County,MS,0,0,69,181,263,794,2067,3300,3941,5615,0,0,1,6,7,10,26,57,75,87,208080
1449,Hinds County,MS,0,0,139,507,1035,2247,5176,6531,7189,8179,0,0,0,8,26,39,106,140,161,180,231840
1450,Holmes County,MS,0,0,16,161,439,536,835,1041,1100,1155,0,0,1,9,28,41,46,54,60,60,17010
1451,Humphreys County,MS,0,0,4,24,59,130,265,336,377,469,0,0,1,4,7,9,11,14,15,17,8064
1452,Issaquena County,MS,0,0,0,0,0,8,21,97,106,107,0,0,0,0,0,1,1,3,3,4,1327
1453,Itawamba County,MS,0,0,3,63,89,130,306,557,859,1205,0,0,0,4,7,8,10,17,21,28,23390
1454,Jackson County,MS,0,0,75,267,308,557,1874,3005,3585,4940,0,0,1,7,13,16,27,60,70,91,143617
1455,Jasper County,MS,0,0,3,55,165,251,373,481,584,706,0,0,0,1,4,6,8,13,15,17,16383
1456,Jefferson County,MS,0,0,1,22,42,96,191,221,243,286,0,0,0,0,1,3,6,9,9,10,6990
1457,Jefferson Davis County,MS,0,0,0,40,80,107,196,303,346,427,0,0,0,1,3,4,6,9,11,13,11128
1458,Jones County,MS,0,0,8,172,663,1091,1740,2159,2527,3015,0,0,0,2,31,49,57,72,80,84,68098
1459,Kemper County,MS,0,0,4,76,147,176,223,270,291,336,0,0,0,3,11,14,14,14,15,15,9742
1460,Lafayette County,MS,0,0,21,91,141,368,861,1436,2212,2602,0,0,1,3,4,4,4,35,40,43,54019
1461,Lamar County,MS,0,0,9,117,248,431,1105,1437,1762,2380,0,0,0,2,5,7,12,29,37,40,63343
1462,Lauderdale County,MS,0,0,50,380,745,894,1321,1756,2078,2653,0,0,0,26,68,79,88,106,126,135,74125
1463,Lawrence County,MS,0,0,4,50,105,162,302,402,439,570,0,0,0,0,1,1,5,10,14,14,12586
1464,Leake County,MS,0,0,7,233,447,565,762,878,965,1181,0,0,0,2,12,19,25,31,38,42,22786
1465,Lee County,MS,0,0,26,71,165,518,1194,2177,2935,3734,0,0,1,4,7,16,26,56,72,83,85436
1466,Leflore County,MS,0,0,21,168,273,474,827,1235,1438,1761,0,0,1,17,34,49,59,75,82,88,28183
1467,Lincoln County,MS,0,0,14,151,270,437,735,971,1123,1478,0,0,0,11,29,34,39,51,53,61,34153
1468,Lowndes County,MS,0,0,12,60,230,459,958,1285,1608,1839,0,0,0,3,9,12,22,54,58,62,58595
1469,Madison County,MS,0,0,65,272,745,1242,2272,2971,3341,3909,0,0,0,9,25,34,53,83,90,94,106272
1470,Marion County,MS,0,0,5,75,115,263,594,781,875,976,0,0,0,7,9,11,18,26,37,44,24573
1471,Marshall County,MS,0,0,19,47,81,212,556,945,1118,1544,0,0,1,2,3,3,8,12,21,31,35294
1472,Monroe County,MS,0,0,12,175,265,375,687,1037,1253,1571,0,0,1,16,25,29,47,59,69,74,35252
1473,Montgomery County,MS,0,0,10,32,84,124,291,410,470,575,0,0,1,1,1,2,3,17,20,23,9775
1474,Neshoba County,MS,0,0,5,214,707,970,1190,1430,1599,1899,0,0,0,4,42,70,87,100,104,111,29118
1475,Newton County,MS,0,0,4,93,282,332,514,665,781,887,0,0,0,0,4,9,11,17,24,28,21018
1476,Noxubee County,MS,0,0,5,79,191,247,414,519,558,606,0,0,0,1,6,8,10,14,16,17,10417
1477,Oktibbeha County,MS,0,0,23,52,253,516,1044,1439,1819,2079,0,0,0,3,14,25,34,46,52,56,49587
1478,Panola County,MS,0,0,8,40,84,295,896,1294,1516,1742,0,0,1,2,3,6,9,23,31,41,34192
1479,Pearl River County,MS,0,0,41,177,211,245,480,751,914,1199,0,0,0,20,31,32,36,48,53,60,55535
1480,Perry County,MS,0,0,11,29,51,63,213,294,432,540,0,0,1,1,3,4,7,9,21,23,11973
1481,Pike County,MS,0,0,21,155,204,393,819,1132,1249,1416,0,0,0,7,11,12,32,45,54,56,39288
1482,Pontotoc County,MS,0,0,11,22,43,261,716,1059,1301,1547,0,0,1,2,3,6,7,12,16,20,32174
1483,Prentiss County,MS,0,0,9,32,51,100,331,624,884,1113,0,0,0,1,3,3,6,13,18,20,25126
1484,Quitman County,MS,0,0,4,15,30,69,220,322,390,425,0,0,0,0,0,0,1,3,5,6,6792
1485,Rankin County,MS,0,0,64,200,446,860,2111,2850,3372,4187,0,0,1,6,8,12,28,63,80,86,155271
1486,Scott County,MS,0,0,17,358,661,757,951,1093,1180,1298,0,0,0,2,12,15,17,22,27,29,28124
1487,Sharkey County,MS,0,0,2,5,7,27,180,245,267,292,0,0,0,0,0,0,1,8,14,15,4321
1488,Simpson County,MS,0,0,5,48,102,271,707,938,1058,1257,0,0,0,0,0,3,26,39,47,50,26658
1489,Smith County,MS,0,0,6,79,153,211,374,467,551,614,0,0,0,4,11,11,13,13,15,16,15916
1490,Stone County,MS,0,0,0,22,31,54,146,316,380,507,0,0,0,0,0,1,3,10,13,14,18336
1491,Sunflower County,MS,0,0,13,56,85,321,903,1260,1491,1678,0,0,1,2,3,6,22,39,46,51,25110
1492,Tallahatchie County,MS,0,0,2,12,29,115,407,630,783,868,0,0,0,1,1,3,10,13,24,26,13809
1493,Tate County,MS,0,0,13,43,88,264,638,856,1019,1265,0,0,0,0,1,8,19,32,38,39,28321
1494,Tippah County,MS,0,0,30,57,76,127,294,548,705,974,0,0,3,10,11,11,12,15,18,25,22015
1495,Tishomingo County,MS,0,0,1,8,34,73,306,556,710,839,0,0,0,0,0,1,3,29,39,41,19383
1496,Tunica County,MS,0,0,14,36,56,90,252,450,500,541,0,0,1,2,3,3,6,12,15,17,9632
1497,Union County,MS,0,0,5,27,85,181,513,881,1012,1277,0,0,0,2,7,9,13,23,24,25,28815
1498,Walthall County,MS,0,0,11,33,61,179,439,564,604,649,0,0,0,0,0,4,18,24,26,27,14286
1499,Warren County,MS,0,0,2,81,181,463,964,1314,1418,1576,0,0,0,2,10,17,25,46,50,56,45381
1500,Washington County,MS,0,0,31,77,191,512,1457,1989,2278,2688,0,0,0,3,7,9,32,61,79,100,43909
1501,Wayne County,MS,0,0,1,24,224,522,731,847,915,1039,0,0,0,0,2,12,21,21,21,22,20183
1502,Webster County,MS,0,0,8,19,67,125,195,304,339,384,0,0,1,1,3,10,12,13,13,13,9689
1503,Wilkinson County,MS,0,0,22,69,85,92,183,277,308,346,0,0,2,7,9,9,12,17,18,21,8630
1504,Winston County,MS,0,0,11,47,121,244,566,695,746,876,0,0,0,0,1,6,15,19,19,21,17955
1505,Yalobusha County,MS,0,0,7,20,96,166,304,365,444,575,0,0,0,0,6,7,10,12,14,16,12108
1506,Yazoo County,MS,0,0,13,147,286,478,764,954,1067,1260,0,0,1,2,4,6,11,21,33,35,29690
1507,Statewide Unallocated,MO,0,0,3,0,0,126,0,0,1,0,0,0,0,2,0,9,0,0,0,33,0
1508,Adair County,MO,0,0,8,12,60,91,134,229,362,572,0,0,0,0,0,0,0,0,0,0,25343
1509,Andrew County,MO,0,0,0,5,30,54,83,125,265,468,0,0,0,0,0,0,1,1,3,8,17712
1510,Atchison County,MO,0,0,1,2,3,4,11,28,53,84,0,0,0,0,0,0,0,0,0,1,5143
1511,Audrain County,MO,0,0,0,1,90,139,192,268,435,639,0,0,0,0,1,1,1,1,5,10,25388
1512,Barry County,MO,0,0,1,5,8,66,227,355,502,898,0,0,0,0,0,0,0,5,6,9,35789
1513,Barton County,MO,0,0,0,0,0,26,65,103,204,449,0,0,0,0,0,0,0,0,0,4,11754
1514,Bates County,MO,0,0,3,6,10,12,39,76,125,267,0,0,0,1,1,1,1,1,2,8,16172
1515,Benton County,MO,0,0,3,8,11,17,71,155,344,498,0,0,0,0,0,0,1,1,4,7,19443
1516,Bollinger County,MO,0,0,1,4,6,12,56,129,344,541,0,0,0,0,0,0,0,1,1,3,12133
1517,Boone County,MO,0,0,74,97,154,372,1205,2618,4623,6364,0,0,1,1,1,2,3,6,11,15,180463
1518,Buchanan County,MO,0,0,8,229,719,880,1056,1300,2076,3072,0,0,0,1,2,3,10,10,27,43,87364
1519,Butler County,MO,0,0,1,26,35,108,239,376,652,1301,0,0,0,0,0,0,2,2,6,8,42478
1520,Caldwell County,MO,0,0,1,3,6,11,30,42,105,192,0,0,0,0,0,0,1,1,1,1,9020
1521,Callaway County,MO,0,0,18,23,30,51,123,332,673,1460,0,0,0,1,1,1,1,2,3,7,44743
1522,Camden County,MO,0,0,20,35,37,67,294,528,1018,1675,0,0,1,1,1,1,4,8,13,36,46305
1523,Cape Girardeau County,MO,0,0,15,49,76,182,596,968,1795,2825,0,0,0,1,2,3,3,7,18,55,78871
1524,Carroll County,MO,0,0,0,2,8,12,98,112,126,214,0,0,0,0,0,0,0,0,2,4,8679
1525,Carter County,MO,0,0,3,3,5,6,19,37,96,189,0,0,0,1,1,1,1,1,2,3,5982
1526,Cass County,MO,0,0,21,63,96,141,630,1075,1524,2188,0,0,1,6,7,8,9,11,26,32,105780
1527,Cedar County,MO,0,0,4,5,9,9,34,51,111,253,0,0,0,0,0,0,0,0,0,4,14349
1528,Chariton County,MO,0,0,4,5,6,6,14,28,51,73,0,0,0,0,0,0,0,0,0,0,7426
1529,Christian County,MO,0,0,13,19,24,46,275,675,1513,2433,0,0,0,0,0,1,1,1,6,16,88595
1530,Clark County,MO,0,0,1,1,1,2,13,43,68,128,0,0,0,0,0,0,0,0,0,1,6797
1531,Clay County,MO,0,0,26,76,173,472,896,1381,1761,2713,0,0,0,1,3,11,20,31,40,48,249948
1532,Clinton County,MO,0,0,7,11,18,26,61,127,236,540,0,0,0,0,0,0,0,0,0,24,20387
1533,Cole County,MO,0,0,26,52,57,79,307,846,1630,3310,0,0,0,1,1,2,2,4,14,26,76745
1534,Cooper County,MO,0,0,2,9,9,16,91,232,452,661,0,0,0,0,0,0,0,1,2,4,17709
1535,Crawford County,MO,0,0,1,8,8,13,52,186,402,685,0,0,0,0,0,0,0,1,5,9,23920
1536,Dade County,MO,0,0,0,0,0,1,14,30,71,149,0,0,0,0,0,0,0,0,0,0,7561
1537,Dallas County,MO,0,0,0,2,3,14,48,108,194,399,0,0,0,0,0,1,1,1,1,2,16878
1538,Daviess County,MO,0,0,0,3,4,9,17,26,123,229,0,0,0,0,0,0,0,0,1,4,8278
1539,DeKalb County,MO,0,0,1,3,6,11,32,65,146,316,0,0,0,0,0,0,1,1,2,2,12547
1540,Dent County,MO,0,0,0,0,1,4,9,39,134,273,0,0,0,0,0,0,0,0,2,4,15573
1541,Douglas County,MO,0,0,0,0,2,6,73,112,214,302,0,0,0,0,0,0,2,2,3,12,13185
1542,Dunklin County,MO,0,0,7,23,44,106,242,491,841,1185,0,0,0,2,2,3,4,4,8,13,29131
1543,Franklin County,MO,0,0,23,122,142,213,516,1025,1828,2879,0,0,0,12,17,18,18,22,32,48,103967
1544,Gasconade County,MO,0,0,1,2,2,12,20,93,163,281,0,0,0,0,0,0,0,3,20,24,14706
1545,Gentry County,MO,0,0,0,1,41,58,79,93,123,195,0,0,0,0,2,9,9,9,9,10,6571
1546,Greene County,MO,0,0,60,90,147,298,1204,3158,6457,9574,0,0,6,7,8,8,10,10,60,140,293086
1547,Grundy County,MO,0,0,0,0,3,20,24,49,200,282,0,0,0,0,0,0,1,1,4,11,9850
1548,Harrison County,MO,0,0,2,6,9,14,59,73,117,197,0,0,0,0,0,0,1,1,1,1,8352
1549,Henry County,MO,0,0,1,7,11,20,69,115,218,436,0,0,1,1,3,3,3,3,5,8,21824
1550,Hickory County,MO,0,0,0,0,0,0,16,64,110,254,0,0,0,0,0,0,0,0,3,4,9544
1551,Holt County,MO,0,0,0,1,1,1,6,62,80,124,0,0,0,0,0,0,0,0,1,1,4403
1552,Howard County,MO,0,0,0,2,3,5,45,118,180,265,0,0,0,0,0,0,0,0,2,2,10001
1553,Howell County,MO,0,0,1,5,9,41,133,264,664,1254,0,0,0,0,0,0,2,3,3,14,40117
1554,Iron County,MO,0,0,0,2,2,2,14,41,55,113,0,0,0,0,0,0,0,0,0,0,10125
1555,Jackson County (including other portions of Kansas City),MO,0,0,273,951,1952,3744,9261,14816,19352,25725,0,0,1,29,49,55,104,132,236,353,703011
1556,Jasper County,MO,0,0,9,24,37,620,1646,2353,4056,5523,0,0,0,0,0,5,25,35,51,77,121328
1557,Jefferson County,MO,0,0,62,271,348,488,1328,2710,4364,5935,0,0,0,8,17,22,24,40,63,89,225081
1558,Johnson County,MO,0,0,28,59,76,141,463,595,974,1567,0,0,0,0,0,0,2,3,5,10,54062
1559,Knox County,MO,0,0,0,0,0,2,11,38,53,66,0,0,0,0,0,0,0,0,1,1,3959
1560,Laclede County,MO,0,0,0,0,7,33,191,293,700,1252,0,0,0,0,0,0,1,1,9,23,35723
1561,Lafayette County,MO,0,0,20,42,75,91,151,239,552,902,0,0,1,1,1,2,2,2,2,26,32708
1562,Lawrence County,MO,0,0,0,1,7,37,184,354,670,1177,0,0,0,0,0,1,2,2,3,24,38355
1563,Lewis County,MO,0,0,0,6,7,7,32,60,107,220,0,0,0,1,1,1,1,2,2,2,9776
1564,Lincoln County,MO,0,0,16,48,84,99,293,564,812,1288,0,0,0,1,1,1,1,1,3,5,59013
1565,Linn County,MO,0,0,1,5,9,16,29,44,87,173,0,0,0,1,1,1,1,1,1,7,11920
1566,Livingston County,MO,0,0,1,2,3,13,53,74,408,580,0,0,0,0,0,0,0,1,2,9,15227
1567,McDonald County,MO,0,0,2,4,22,572,926,988,1100,1259,0,0,0,0,0,1,7,10,11,12,22837
1568,Macon County,MO,0,0,2,2,5,8,53,79,160,246,0,0,0,0,0,0,0,0,0,1,15117
1569,Madison County,MO,0,0,0,1,3,6,17,143,282,543,0,0,0,0,0,0,0,0,1,3,12088
1570,Maries County,MO,0,0,1,2,2,0,14,46,86,218,0,0,0,0,0,0,0,0,0,0,8697
1571,Marion County,MO,0,0,0,4,5,20,150,471,690,991,0,0,0,0,0,0,1,3,14,14,28530
1572,Mercer County,MO,0,0,0,0,1,6,8,20,28,35,0,0,0,0,0,0,0,0,0,0,3617
1573,Miller County,MO,0,0,0,2,4,17,93,252,521,956,0,0,0,0,0,0,0,1,1,15,25619
1574,Mississippi County,MO,0,0,0,0,59,91,129,234,304,459,0,0,0,0,0,0,0,0,3,6,13180
1575,Moniteau County,MO,0,0,2,42,48,52,121,188,333,689,0,0,0,0,1,1,2,2,5,12,16132
1576,Monroe County,MO,0,0,0,0,2,5,17,69,86,190,0,0,0,0,0,0,0,0,1,2,8644
1577,Montgomery County,MO,0,0,3,7,9,20,33,55,87,188,0,0,0,0,0,0,0,1,1,1,11551
1578,Morgan County,MO,0,0,1,5,9,14,62,120,377,732,0,0,0,0,0,0,0,0,1,8,20627
1579,New Madrid County,MO,0,0,1,10,21,43,179,410,537,812,0,0,0,0,1,1,1,4,16,23,17076
1580,Newton County,MO,0,0,6,10,20,448,799,1086,1363,2151,0,0,0,1,1,2,6,13,13,22,58236
1581,Nodaway County,MO,0,0,0,4,13,21,153,416,601,982,0,0,0,0,0,0,0,1,7,11,22092
1582,Oregon County,MO,0,0,0,2,2,7,13,49,130,244,0,0,0,0,0,0,0,0,0,0,10529
1583,Osage County,MO,0,0,2,5,5,7,37,80,162,548,0,0,0,0,0,0,0,1,1,3,13615
1584,Ozark County,MO,0,0,0,0,0,2,6,26,130,225,0,0,0,0,0,0,0,0,1,1,9174
1585,Pemiscot County,MO,0,0,3,32,88,111,204,334,543,756,0,0,0,1,5,6,8,9,10,14,15805
1586,Perry County,MO,0,0,21,43,63,147,202,394,637,865,0,0,0,0,0,0,4,4,7,8,19136
1587,Pettis County,MO,0,0,2,43,77,122,407,797,1152,1757,0,0,0,0,1,1,3,8,12,24,42339
1588,Phelps County,MO,0,0,0,2,4,46,74,210,472,916,0,0,0,0,0,0,0,0,12,27,44573
1589,Pike County,MO,0,0,2,11,25,36,69,145,238,380,0,0,0,0,1,1,1,1,4,8,18302
1590,Platte County,MO,0,0,12,33,72,121,308,477,696,1047,0,0,0,0,2,6,10,10,10,13,104418
1591,Polk County,MO,0,0,0,1,3,16,189,291,690,1080,0,0,0,0,0,0,0,0,3,10,32149
1592,Pulaski County,MO,0,0,10,33,35,128,179,389,680,1059,0,0,0,1,1,1,1,2,5,11,52607
1593,Putnam County,MO,0,0,0,0,0,3,10,23,29,60,0,0,0,0,0,0,1,1,1,1,4696
1594,Ralls County,MO,0,0,1,1,5,10,21,112,150,221,0,0,0,0,0,0,0,0,0,0,10309
1595,Randolph County,MO,0,0,4,8,10,12,55,128,277,674,0,0,0,0,0,0,1,1,2,3,24748
1596,Ray County,MO,0,0,2,11,19,26,90,124,169,309,0,0,0,0,0,0,0,0,0,2,23018
1597,Reynolds County,MO,0,0,2,2,2,2,16,22,36,94,0,0,0,0,0,0,0,0,0,1,6270
1598,Ripley County,MO,0,0,2,5,8,19,40,88,132,284,0,0,0,0,0,0,0,0,1,4,13288
1599,St. Charles County,MO,0,0,132,603,791,1082,3508,5729,7776,11501,0,0,3,30,58,74,87,105,115,156,402022
1600,St. Clair County,MO,0,0,0,2,2,2,18,27,69,128,0,0,0,0,0,0,0,0,0,1,9397
1601,Ste. Genevieve County,MO,0,0,6,7,11,20,43,109,201,471,0,0,0,1,1,1,1,1,1,1,17894
1602,St. Francois County,MO,0,0,12,27,36,151,297,1085,2133,3021,0,0,0,1,2,2,2,5,12,29,67215
1603,St. Louis County,MO,0,0,794,3325,4886,6403,12830,18698,23253,29327,0,0,3,177,443,579,646,732,807,879,994205
1604,Saline County,MO,0,0,2,199,268,282,409,546,736,1001,0,0,0,0,2,4,7,7,9,11,22761
1605,Schuyler County,MO,0,0,0,0,1,5,9,18,26,45,0,0,0,0,0,0,0,0,0,0,4660
1606,Scotland County,MO,0,0,0,4,6,11,12,18,35,80,0,0,0,0,0,1,1,1,1,1,4902
1607,Scott County,MO,0,0,7,75,109,170,341,625,890,1519,0,0,0,2,9,11,13,14,16,26,38280
1608,Shannon County,MO,0,0,0,0,3,11,43,52,116,262,0,0,0,0,0,0,1,1,1,5,8166
1609,Shelby County,MO,0,0,1,1,1,4,28,46,70,112,0,0,0,0,0,0,0,0,1,1,5930
1610,Stoddard County,MO,0,0,7,20,87,137,207,295,532,937,0,0,0,0,4,8,9,9,14,15,29025
1611,Stone County,MO,0,0,2,3,5,16,82,279,481,747,0,0,0,0,0,0,1,2,6,11,31952
1612,Sullivan County,MO,0,0,0,1,61,112,134,173,208,371,0,0,0,0,0,0,0,0,0,1,6089
1613,Taney County,MO,0,0,5,12,13,67,403,913,1317,1858,0,0,0,2,2,2,3,14,33,35,55928
1614,Texas County,MO,0,0,0,0,1,6,35,98,321,628,0,0,0,0,0,0,0,1,2,3,25398
1615,Vernon County,MO,0,0,0,4,10,17,44,82,193,362,0,0,0,0,0,0,0,0,1,3,20563
1616,Warren County,MO,0,0,7,21,27,44,157,323,480,664,0,0,0,0,0,0,0,0,1,2,35649
1617,Washington County,MO,0,0,0,8,12,23,54,238,434,723,0,0,0,1,1,1,1,1,11,20,24730
1618,Wayne County,MO,0,0,0,0,0,4,34,85,221,321,0,0,0,0,0,0,0,0,0,3,12873
1619,Webster County,MO,0,0,2,15,18,35,113,217,696,1232,0,0,0,0,0,1,1,1,5,16,39592
1620,Worth County,MO,0,0,0,1,4,0,8,12,20,36,0,0,0,0,0,0,0,0,0,0,2013
1621,Wright County,MO,0,0,6,9,11,15,58,89,359,612,0,0,0,0,0,0,0,0,0,8,18289
1622,City of St. Louis,MO,0,0,275,1242,1839,2471,4524,6046,7062,8451,0,0,1,57,124,153,158,187,213,225,300576
1623,Statewide Unallocated,MT,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0
1624,Beaverhead County,MT,0,0,0,1,1,1,47,70,102,280,0,0,0,0,0,0,0,1,1,1,9453
1625,Big Horn County,MT,0,0,0,3,31,89,319,665,931,1388,0,0,0,0,0,3,9,15,22,38,13319
1626,Blaine County,MT,0,0,0,0,0,0,8,15,34,330,0,0,0,0,0,0,0,0,0,7,6681
1627,Broadwater County,MT,0,0,4,4,4,5,10,16,18,85,0,0,0,0,0,0,0,0,0,0,6237
1628,Carbon County,MT,0,0,1,6,6,26,57,87,122,258,0,0,0,0,0,0,0,0,0,0,10725
1629,Carter County,MT,0,0,0,0,0,0,0,0,6,73,0,0,0,0,0,0,0,0,0,2,1252
1630,Cascade County,MT,0,0,11,15,17,34,144,284,729,2168,0,0,0,2,2,2,2,5,5,15,81366
1631,Chouteau County,MT,0,0,0,0,0,0,6,10,31,108,0,0,0,0,0,0,0,0,0,0,5635
1632,Custer County,MT,0,0,0,0,0,30,52,66,117,324,0,0,0,0,0,0,2,2,2,3,11402
1633,Daniels County,MT,0,0,0,0,0,0,2,3,5,42,0,0,0,0,0,0,0,0,0,3,1690
1634,Dawson County,MT,0,0,0,0,0,8,16,44,78,263,0,0,0,0,0,0,0,0,1,4,8613
1635,Deer Lodge County,MT,0,0,3,3,3,5,20,33,117,460,0,0,0,0,0,0,0,0,0,1,9140
1636,Fallon County,MT,0,0,0,0,0,0,2,2,8,83,0,0,0,0,0,0,0,0,0,0,2846
1637,Fergus County,MT,0,0,0,0,1,2,6,31,65,233,0,0,0,0,0,0,0,0,1,2,11050
1638,Flathead County,MT,0,0,20,37,37,62,253,599,1176,3385,0,0,0,2,2,2,2,7,19,27,103806
1639,Gallatin County,MT,0,0,101,146,155,281,864,1073,1412,3281,0,0,0,1,1,1,3,3,4,7,114434
1640,Garfield County,MT,0,0,0,0,0,0,12,13,18,25,0,0,0,0,0,0,0,0,0,0,1258
1641,Glacier County,MT,0,0,1,6,6,22,54,135,386,988,0,0,0,0,0,0,1,1,1,16,13753
1642,Golden Valley County,MT,0,0,0,3,3,3,3,3,5,16,0,0,0,0,0,0,0,0,0,0,821
1643,Granite County,MT,0,0,0,0,0,4,7,19,22,67,0,0,0,0,0,0,0,0,0,0,3379
1644,Hill County,MT,0,0,1,1,1,1,40,82,185,833,0,0,0,0,0,0,0,2,3,20,16484
1645,Jefferson County,MT,0,0,2,2,3,4,25,39,83,180,0,0,0,0,0,0,0,0,0,0,12221
1646,Judith Basin County,MT,0,0,0,0,0,0,3,6,8,15,0,0,0,0,0,0,0,0,0,0,2007
1647,Lake County,MT,0,0,4,5,6,19,164,202,284,585,0,0,0,0,0,0,1,1,1,5,30458
1648,Lewis and Clark County,MT,0,0,13,16,17,30,129,196,313,1047,0,0,0,0,0,0,1,2,3,6,69432
1649,Liberty County,MT,0,0,1,1,1,1,1,6,20,32,0,0,0,0,0,0,0,0,0,0,2337
1650,Lincoln County,MT,0,0,6,7,7,8,69,89,128,319,0,0,0,1,1,1,2,2,3,3,19980
1651,McCone County,MT,0,0,0,0,0,0,1,12,23,63,0,0,0,0,0,0,0,0,0,0,1664
1652,Madison County,MT,0,0,6,8,8,11,74,93,109,185,0,0,1,1,1,1,1,1,1,1,8600
1653,Meagher County,MT,0,0,1,1,1,2,4,4,25,81,0,0,0,0,0,0,0,0,2,4,1862
1654,Mineral County,MT,0,0,0,0,0,0,0,2,5,15,0,0,0,0,0,0,0,0,0,0,4397
1655,Missoula County,MT,0,0,17,39,40,101,256,435,825,2318,0,0,0,0,0,0,0,3,3,16,119600
1656,Musselshell County,MT,0,0,1,1,1,1,2,12,37,124,0,0,0,0,0,0,0,0,1,2,4633
1657,Park County,MT,0,0,6,8,8,13,47,63,103,264,0,0,0,0,0,0,0,0,0,0,16606
1658,Petroleum County,MT,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,487
1659,Phillips County,MT,0,0,0,0,0,0,0,111,122,186,0,0,0,0,0,0,0,0,0,0,3954
1660,Pondera County,MT,0,0,0,2,2,2,9,16,54,191,0,0,0,0,0,0,0,0,0,1,5911
1661,Powder River County,MT,0,0,0,0,0,0,1,2,17,63,0,0,0,0,0,0,0,0,0,5,1682
1662,Powell County,MT,0,0,0,0,0,0,2,10,12,168,0,0,0,0,0,0,0,0,0,0,6890
1663,Prairie County,MT,0,0,0,0,0,0,0,1,4,33,0,0,0,0,0,0,0,0,0,0,1077
1664,Ravalli County,MT,0,0,1,5,14,34,72,107,154,512,0,0,0,0,0,0,1,2,2,4,43806
1665,Richland County,MT,0,0,0,3,3,18,46,58,87,341,0,0,0,0,0,0,1,2,2,5,10803
1666,Roosevelt County,MT,0,0,1,7,7,7,19,42,394,955,0,0,0,0,0,0,0,1,4,30,11004
1667,Rosebud County,MT,0,0,0,0,1,10,22,266,646,808,0,0,0,0,0,1,1,2,19,21,8937
1668,Sanders County,MT,0,0,0,0,0,0,9,31,48,97,0,0,0,0,0,0,0,0,1,2,12113
1669,Sheridan County,MT,0,0,0,0,0,0,3,5,16,81,0,0,0,0,0,0,0,0,0,0,3309
1670,Silver Bow County,MT,0,0,11,11,11,18,64,112,270,599,0,0,0,0,0,0,0,0,0,2,34915
1671,Stillwater County,MT,0,0,0,1,1,6,19,36,77,228,0,0,0,0,0,0,0,2,2,3,9642
1672,Sweet Grass County,MT,0,0,0,0,0,0,4,19,47,92,0,0,0,0,0,0,1,1,1,2,3737
1673,Teton County,MT,0,0,0,0,0,5,15,18,26,91,0,0,0,0,0,0,0,0,0,0,6147
1674,Toole County,MT,0,0,12,29,29,31,31,47,111,316,0,0,3,6,6,6,6,6,6,6,4736
1675,Treasure County,MT,0,0,0,0,0,2,2,3,3,24,0,0,0,0,0,0,0,0,0,1,696
1676,Valley County,MT,0,0,0,0,0,4,11,40,92,369,0,0,0,0,0,0,0,0,0,3,7396
1677,Wheatland County,MT,0,0,0,1,1,1,3,3,20,69,0,0,0,0,0,0,0,0,1,3,2126
1678,Wibaux County,MT,0,0,0,0,0,0,3,5,9,44,0,0,0,0,0,0,0,0,0,0,969
1679,Yellowstone County,MT,0,0,38,82,101,204,1048,2080,3331,6728,0,0,0,2,3,4,26,43,68,92,161300
1680,Statewide Unallocated,NE,0,0,5,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,0
1681,Adams County,NE,0,0,6,203,272,296,339,410,574,912,0,0,0,4,10,10,11,11,12,15,31363
1682,Antelope County,NE,0,0,1,3,8,9,18,25,80,173,0,0,0,0,0,1,1,1,1,1,6298
1683,Arthur County,NE,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,463
1684,Banner County,NE,0,0,0,0,0,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,745
1685,Blaine County,NE,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,465
1686,Boone County,NE,0,0,0,0,6,7,7,26,88,159,0,0,0,0,0,0,0,0,0,0,5192
1687,Box Butte County,NE,0,0,0,1,2,3,10,25,91,266,0,0,0,0,0,0,0,0,1,1,10783
