,County Name,State,month0.0_x,month1.0_x,month2.0_x,month3.0_x,month4.0_x,month5.0_x,month6.0_x,month7.0_x,month8.0_x,month9.0_x,month0.0_y,month1.0_y,month2.0_y,month3.0_y,month4.0_y,month5.0_y,month6.0_y,month7.0_y,month8.0_y,month9.0_y,population
1081,Logan County,KY,0,0,3,13,152,222,300,420,565,822,0,0,0,1,4,12,22,26,28,31,27102
1082,Lyon County,KY,0,0,2,13,15,20,30,38,77,113,0,0,0,3,3,3,4,4,4,4,8210
1083,McCracken County,KY,0,0,3,59,97,170,328,510,755,1213,0,0,0,2,2,3,4,6,10,12,65418
1084,McCreary County,KY,0,0,2,11,13,18,35,94,182,264,0,0,0,0,0,0,0,0,0,1,17231
1085,McLean County,KY,0,0,1,16,22,25,38,53,80,220,0,0,0,1,1,1,1,1,1,4,9207
1086,Madison County,KY,0,0,11,29,54,126,380,1020,1809,2408,0,0,0,1,1,1,1,3,7,13,92987
1087,Magoffin County,KY,0,0,0,0,2,6,19,67,96,183,0,0,0,0,0,0,0,0,0,0,12161
1088,Marion County,KY,0,0,1,17,24,52,102,172,234,511,0,0,0,0,0,0,0,2,8,10,19273
1089,Marshall County,KY,0,0,1,33,37,60,124,188,317,515,0,0,0,1,2,2,2,2,4,7,31100
1090,Martin County,KY,0,0,1,3,3,8,29,55,82,218,0,0,0,0,0,0,0,1,3,3,11195
1091,Mason County,KY,0,0,1,6,9,31,53,89,126,182,0,0,0,0,0,0,1,2,2,2,17070
1092,Meade County,KY,0,0,1,14,22,28,82,125,224,408,0,0,0,1,2,2,2,3,3,4,28572
1093,Menifee County,KY,0,0,0,3,10,13,28,33,51,90,0,0,0,0,0,0,0,0,0,1,6489
1094,Mercer County,KY,0,0,1,10,14,24,73,112,251,376,0,0,0,0,0,0,0,1,2,6,21933
1095,Metcalfe County,KY,0,0,0,1,6,11,50,81,120,210,0,0,0,0,1,2,2,2,2,2,10071
1096,Monroe County,KY,0,0,0,6,21,38,88,140,214,333,0,0,0,0,0,1,2,2,4,4,10650
1097,Montgomery County,KY,0,0,2,11,25,52,110,192,291,551,0,0,0,0,0,0,0,1,3,5,28157
1098,Morgan County,KY,0,0,0,1,1,8,28,46,64,144,0,0,0,0,0,0,0,0,0,0,13309
1099,Muhlenberg County,KY,0,0,2,132,479,506,610,660,785,984,0,0,0,4,8,8,9,11,12,14,30622
1100,Nelson County,KY,0,0,2,24,42,77,187,332,519,1023,0,0,0,0,1,1,2,2,4,4,46233
1101,Nicholas County,KY,0,0,1,1,3,6,20,22,37,119,0,0,0,0,0,0,0,1,1,3,7269
1102,Ohio County,KY,0,0,0,51,148,187,339,386,464,621,0,0,0,0,0,0,6,9,9,10,23994
1103,Oldham County,KY,0,0,2,33,100,131,546,819,1147,1486,0,0,0,0,5,7,13,23,25,26,66799
1104,Owen County,KY,0,0,0,1,3,6,42,80,102,126,0,0,0,0,0,0,0,1,2,3,10901
1105,Owsley County,KY,0,0,0,2,2,3,9,34,42,99,0,0,0,0,0,0,0,0,1,1,4415
1106,Pendleton County,KY,0,0,1,5,11,17,36,63,100,133,0,0,0,0,0,0,0,0,0,0,14590
1107,Perry County,KY,0,0,1,14,21,62,184,287,341,557,0,0,0,0,0,1,3,7,9,9,25758
1108,Pike County,KY,0,0,1,13,30,91,219,317,467,1004,0,0,0,2,2,2,3,3,3,4,57876
1109,Powell County,KY,0,0,1,1,1,7,44,75,100,149,0,0,0,0,0,0,0,0,0,0,12359
1110,Pulaski County,KY,0,0,11,43,60,99,239,536,808,1010,0,0,1,2,2,2,2,6,10,13,64979
1111,Robertson County,KY,0,0,0,0,0,1,3,6,12,36,0,0,0,0,0,0,0,0,0,1,2108
1112,Rockcastle County,KY,0,0,1,10,13,21,60,122,178,369,0,0,0,0,0,0,0,0,1,2,16695
1113,Rowan County,KY,0,0,0,2,7,22,68,159,249,377,0,0,0,0,0,0,0,0,1,2,24460
1114,Russell County,KY,0,0,1,16,24,46,95,175,255,400,0,0,0,3,4,4,5,6,6,7,17923
1115,Scott County,KY,0,0,11,24,35,97,318,572,800,1190,0,0,0,0,0,0,0,5,11,20,57004
1116,Shelby County,KY,0,0,1,31,178,420,703,902,1085,1534,0,0,0,3,4,14,21,23,24,24,49024
1117,Simpson County,KY,0,0,3,28,54,78,138,207,284,367,0,0,0,2,3,3,7,7,8,8,18572
1118,Spencer County,KY,0,0,2,13,22,37,96,168,216,326,0,0,0,0,0,0,0,0,0,1,19351
1119,Taylor County,KY,0,0,2,8,12,43,100,203,303,528,0,0,0,0,1,1,2,5,7,7,25769
1120,Todd County,KY,0,0,0,12,17,25,33,139,190,299,0,0,0,0,0,0,0,0,8,12,12294
1121,Trigg County,KY,0,0,0,9,10,26,48,86,182,255,0,0,0,0,0,0,0,0,0,0,14651
1122,Trimble County,KY,0,0,0,3,4,6,32,46,68,95,0,0,0,0,0,0,0,0,0,0,8471
1123,Union County,KY,0,0,3,8,15,29,53,95,350,524,0,0,0,0,0,0,0,1,3,6,14381
1124,Warren County,KY,0,0,17,369,1045,1558,2404,3305,4403,5372,0,0,0,1,6,14,22,26,50,58,132896
1125,Washington County,KY,0,0,1,5,6,24,59,122,146,261,0,0,0,0,0,0,0,1,1,2,12095
1126,Wayne County,KY,0,0,2,7,8,15,50,95,158,295,0,0,0,0,0,0,0,0,0,2,20333
1127,Webster County,KY,0,0,1,23,32,41,79,99,171,335,0,0,0,0,0,0,1,2,3,5,12942
1128,Whitley County,KY,0,0,0,11,13,29,133,197,414,855,0,0,0,0,0,0,1,2,2,7,36264
1129,Wolfe County,KY,0,0,0,0,1,4,9,27,41,69,0,0,0,0,0,0,0,0,0,0,7157
1130,Woodford County,KY,0,0,4,17,29,68,127,210,282,401,0,0,0,0,0,0,0,0,0,0,26734
1131,Statewide Unallocated,LA,0,0,31,63,85,5,10,190,194,321,0,0,4,0,0,0,0,0,0,0,0
1132,Acadia Parish,LA,0,0,65,134,428,945,2331,2809,2969,3169,0,0,1,10,24,37,71,93,99,101,62045
1133,Allen Parish,LA,0,0,34,90,184,316,1036,1441,1596,1848,0,0,3,9,10,11,19,39,50,63,25627
1134,Ascension Parish,LA,0,0,222,644,841,1246,2458,3344,3784,4212,0,0,7,40,56,58,68,92,98,100,126604
1135,Assumption Parish,LA,0,0,33,197,252,364,537,667,764,802,0,0,0,6,13,15,19,22,24,24,21891
1136,Avoyelles Parish,LA,0,0,36,73,136,375,907,1285,1529,1756,0,0,1,7,9,14,26,45,57,62,40144
1137,Beauregard Parish,LA,0,0,13,43,69,228,743,941,1013,1077,0,0,0,3,4,9,14,31,38,40,37497
1138,Bienville Parish,LA,0,0,9,76,147,230,348,414,491,614,0,0,1,13,23,27,30,31,32,35,13241
1139,Bossier Parish,LA,0,0,95,295,421,947,2054,2703,3329,4339,0,0,2,17,25,32,67,92,107,121,127039
1140,Caddo Parish,LA,0,0,377,1610,2609,3520,6144,7417,8654,10262,0,0,10,114,190,235,277,320,361,396,240204
1141,Calcasieu Parish,LA,0,0,119,455,611,1852,6278,7438,7892,8461,0,0,1,31,49,59,121,182,212,230,203436
1142,Caldwell Parish,LA,0,0,1,31,60,105,190,279,301,367,0,0,0,0,0,1,1,3,3,3,9918
1143,Cameron Parish,LA,0,0,0,3,6,54,164,202,225,240,0,0,0,0,0,0,0,1,2,2,6973
1144,Catahoula Parish,LA,0,0,6,45,114,192,249,371,437,464,0,0,1,2,3,3,4,6,10,15,9494
1145,Claiborne Parish,LA,0,0,18,58,66,122,216,376,517,603,0,0,2,7,10,10,11,13,23,26,15670
1146,Concordia Parish,LA,0,0,5,39,88,113,261,433,513,611,0,0,1,4,5,6,7,10,14,16,19259
1147,De Soto Parish,LA,0,0,46,198,249,357,633,817,909,1037,0,0,2,12,17,19,24,33,35,35,27463
1148,East Baton Rouge Parish,LA,0,0,389,2086,3730,5531,10690,13778,15192,16202,0,0,13,153,240,273,326,410,442,459,440059
1149,East Carroll Parish,LA,0,0,1,8,164,445,493,529,548,586,0,0,0,0,0,1,1,3,4,6,6861
1150,East Feliciana Parish,LA,0,0,19,129,198,302,490,1092,1742,1798,0,0,0,16,30,33,35,45,72,78,19135
1151,Evangeline Parish,LA,0,0,18,59,80,202,699,1118,1334,1413,0,0,0,1,1,1,2,24,32,40,33395
1152,Franklin Parish,LA,0,0,10,131,377,475,785,1086,1215,1348,0,0,0,3,10,14,16,30,39,47,20015
1153,Grant Parish,LA,0,0,5,15,30,90,270,430,495,543,0,0,0,0,1,1,8,28,30,30,22389
1154,Iberia Parish,LA,0,0,58,267,411,792,2160,2715,2936,3079,0,0,3,23,38,44,62,87,89,97,69830
1155,Iberville Parish,LA,0,0,81,476,578,732,1100,1332,1414,1487,0,0,5,32,41,43,47,54,58,61,32511
1156,Jackson Parish,LA,0,0,1,42,109,216,349,475,662,869,0,0,0,3,15,16,18,21,22,24,15744
1157,Jefferson Parish,LA,0,0,2495,6388,7711,9712,14155,16461,17633,18785,0,0,85,371,453,486,513,546,569,589,432493
1158,Jefferson Davis Parish,LA,0,0,9,64,78,399,944,1160,1249,1355,0,0,0,6,7,9,24,35,39,44,31368
1159,Lafayette Parish,LA,0,0,229,466,803,2472,6155,8275,8982,9505,0,0,2,20,27,46,84,111,132,140,244390
1160,Lafourche Parish,LA,0,0,185,669,867,1201,2516,3268,3683,3907,0,0,3,52,72,89,96,108,122,131,97614
1161,La Salle Parish,LA,0,0,2,26,53,99,219,381,425,517,0,0,0,0,0,0,2,5,7,10,14892
1162,Lincoln Parish,LA,0,0,17,90,160,338,695,906,1353,1688,0,0,0,9,14,19,23,40,48,50,46742
1163,Livingston Parish,LA,0,0,40,238,440,1025,2561,3364,3810,4232,0,0,1,16,30,38,48,66,76,80,140789
1164,Madison Parish,LA,0,0,1,8,105,371,551,791,881,895,0,0,0,0,2,2,6,7,8,9,10951
1165,Morehouse Parish,LA,0,0,7,55,122,242,428,597,790,896,0,0,0,4,5,9,11,17,22,27,24874
1166,Natchitoches Parish,LA,0,0,6,87,172,297,662,919,1176,1503,0,0,0,4,13,14,17,22,26,28,38158
1167,Orleans Parish,LA,0,0,3476,6538,7156,7960,10255,11514,12672,13536,0,0,148,441,507,534,560,577,587,595,390144
1168,Ouachita Parish,LA,0,0,114,770,1289,2537,4372,5481,6294,7082,0,0,1,22,44,78,105,128,144,167,153279
1169,Plaquemines Parish,LA,0,0,75,180,215,272,420,525,730,898,0,0,4,16,17,17,19,19,19,19,23197
1170,Pointe Coupee Parish,LA,0,0,13,103,205,264,706,948,1061,1140,0,0,0,15,25,28,32,37,40,42,21730
1171,Rapides Parish,LA,0,0,81,281,810,1597,2945,3833,4259,4749,0,0,4,10,31,65,102,135,149,160,129648
1172,Red River Parish,LA,0,0,2,32,50,62,179,320,359,446,0,0,0,5,7,8,10,20,23,24,8442
1173,Richland Parish,LA,0,0,4,74,139,202,513,687,782,901,0,0,0,0,3,4,6,9,12,18,20122
1174,Sabine Parish,LA,0,0,4,17,47,90,518,743,866,1005,0,0,0,0,0,1,7,13,14,15,23884
1175,St. Bernard Parish,LA,0,0,196,475,544,629,1001,1238,1426,1557,0,0,7,18,22,23,23,27,30,32,47244
1176,St. Charles Parish,LA,0,0,210,582,645,780,1340,1648,1818,1964,0,0,11,40,45,49,50,55,60,63,53100
1177,St. Helena Parish,LA,0,0,1,30,51,103,238,365,413,439,0,0,0,1,1,1,1,2,4,4,10132
1178,St. James Parish,LA,0,0,116,250,294,377,624,761,810,846,0,0,4,20,27,29,31,36,40,40,21096
1179,St. John the Baptist Parish,LA,0,0,290,772,864,982,1334,1512,1593,1659,0,0,17,71,82,87,88,96,100,107,42837
1180,St. Landry Parish,LA,0,0,45,186,266,672,2082,3098,3314,3681,0,0,2,45,54,57,72,113,124,135,82124
1181,St. Martin Parish,LA,0,0,64,244,281,750,1468,1962,2102,2237,0,0,3,18,23,26,42,56,61,64,53431
1182,St. Mary Parish,LA,0,0,47,205,323,514,1381,1762,1934,2026,0,0,0,23,31,38,48,70,77,86,49348
1183,St. Tammany Parish,LA,0,0,435,1325,1776,2440,4621,6053,6993,7764,0,0,10,114,159,175,201,237,255,271,260419
1184,Tangipahoa Parish,LA,0,0,55,584,883,1394,3037,4046,4514,5047,0,0,1,23,37,43,62,98,119,126,134758
1185,Tensas Parish,LA,0,0,0,2,12,26,56,146,162,186,0,0,0,0,0,0,0,1,2,2,4334
1186,Terrebonne Parish,LA,0,0,102,459,692,1094,2693,3343,3650,3880,0,0,2,32,54,61,74,99,117,125,110461
1187,Union Parish,LA,0,0,17,135,324,437,596,825,969,1127,0,0,0,7,19,24,32,39,44,52,22108
1188,Vermilion Parish,LA,0,0,15,38,57,273,1224,1867,2041,2131,0,0,1,1,3,6,17,46,61,70,59511
1189,Vernon Parish,LA,0,0,8,16,28,159,663,954,1069,1128,0,0,0,2,3,8,21,39,51,56,47429
1190,Washington Parish,LA,0,0,57,285,437,700,1166,1460,1643,1753,0,0,2,21,38,46,58,60,67,72,46194
1191,Webster Parish,LA,0,0,23,92,157,426,811,1030,1282,1490,0,0,2,4,7,11,13,19,25,41,38340
1192,West Baton Rouge Parish,LA,0,0,23,110,176,278,613,829,912,964,0,0,3,22,30,30,36,39,41,42,26465
1193,West Carroll Parish,LA,0,0,0,4,66,138,247,314,349,377,0,0,0,0,0,5,5,9,10,13,10830
1194,West Feliciana Parish,LA,0,0,11,149,212,246,322,553,725,755,0,0,0,3,13,14,15,20,25,25,15568
1195,Winn Parish,LA,0,0,2,42,174,247,374,548,634,695,0,0,0,2,2,5,7,16,18,20,13904
1196,Statewide Unallocated,ME,0,0,11,0,1,6,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0
1197,Androscoggin County,ME,0,0,19,56,314,488,548,613,737,868,0,0,0,2,2,4,7,10,10,10,108277
1198,Aroostook County,ME,0,0,1,5,10,24,32,38,43,65,0,0,0,0,1,1,1,1,1,1,67055
1199,Cumberland County,ME,0,0,222,549,1203,1756,2047,2191,2332,2589,0,0,7,28,54,60,68,70,70,70,295003
1200,Franklin County,ME,0,0,4,29,36,40,45,52,62,80,0,0,0,1,1,1,1,1,1,1,30199
1201,Hancock County,ME,0,0,2,10,11,16,27,45,54,73,0,0,0,0,1,1,1,1,1,1,54987
1202,Kennebec County,ME,0,0,19,105,127,145,167,190,215,350,0,0,1,6,9,10,11,11,11,11,122302
1203,Knox County,ME,0,0,9,16,20,24,26,29,41,88,0,0,0,0,0,1,1,1,1,1,39772
1204,Lincoln County,ME,0,0,8,13,20,24,33,36,47,64,0,0,0,0,0,0,1,1,1,1,34634
1205,Oxford County,ME,0,0,10,15,31,38,53,64,151,169,0,0,0,0,0,0,0,0,1,2,57975
1206,Penobscot County,ME,0,0,20,84,100,108,146,229,254,305,0,0,0,0,2,2,5,6,6,6,152148
1207,Piscataquis County,ME,0,0,0,1,1,3,3,8,9,10,0,0,0,0,0,0,0,0,0,0,16785
1208,Sagadahoc County,ME,0,0,12,19,30,34,50,61,68,86,0,0,0,0,0,0,0,0,0,0,35856
1209,Somerset County,ME,0,0,2,17,22,28,33,51,86,183,0,0,0,0,0,0,1,1,8,8,50484
1210,Waldo County,ME,0,0,3,49,51,56,62,69,74,154,0,0,0,13,14,14,14,14,14,14,39715
1211,Washington County,ME,0,0,1,1,1,3,8,15,16,61,0,0,0,0,0,0,0,0,0,0,31379
1212,York County,ME,0,0,89,215,396,533,650,834,1199,1420,0,0,1,7,10,11,12,15,16,20,207641
1213,Statewide Unallocated,MD,0,0,0,0,0,0,0,0,0,0,0,0,3,13,67,67,67,67,67,67,0
1214,Allegany County,MD,0,0,2,124,181,205,267,393,474,735,0,0,0,12,16,17,18,20,23,24,70416
1215,Anne Arundel County,MD,0,0,249,1959,3924,5179,6855,8351,10117,12115,0,0,2,88,178,210,217,236,250,275,579234
1216,Baltimore County,MD,0,0,427,3301,6385,8105,11997,15479,17994,20867,0,0,3,133,358,474,549,602,632,672,827370
1217,Calvert County,MD,0,0,30,162,348,418,612,788,972,1195,0,0,1,10,18,27,28,28,28,29,92525
1218,Caroline County,MD,0,0,4,95,263,321,430,510,657,753,0,0,0,0,1,3,3,3,7,8,33406
1219,Carroll County,MD,0,0,129,494,927,1149,1467,1694,1965,2278,0,0,5,46,93,112,116,123,126,129,168447
1220,Cecil County,MD,0,0,25,188,377,486,630,788,1085,1365,0,0,1,9,24,29,30,31,35,36,102855
1221,Charles County,MD,0,0,90,637,1133,1416,1855,2394,2798,3208,0,0,1,47,73,86,91,94,101,102,163257
1222,Dorchester County,MD,0,0,1,71,144,189,349,461,594,808,0,0,0,2,3,5,5,6,10,12,31929
1223,Frederick County,MD,0,0,54,1004,1961,2501,2989,3492,4088,4826,0,0,2,54,107,118,121,125,133,139,259547
1224,Garrett County,MD,0,0,3,4,10,11,43,63,74,147,0,0,0,0,0,0,0,0,1,1,29014
1225,Harford County,MD,0,0,41,479,891,1153,1780,2475,3060,3649,0,0,0,10,51,63,67,69,76,82,255441
1226,Howard County,MD,0,0,166,969,1975,2602,3570,4381,5120,5930,0,0,2,19,61,89,106,117,122,127,325690
1227,Kent County,MD,0,0,5,91,174,201,235,263,305,343,0,0,0,6,19,23,23,24,24,25,19422
1228,Montgomery County,MD,0,0,566,5150,11731,14899,17665,20006,22584,25831,0,0,7,268,624,743,789,821,849,872,1050688
1229,Prince George's County,MD,0,0,563,7333,15553,18731,22606,26215,29494,32937,0,0,10,265,552,685,741,792,827,859,909327
1230,Queen Anne's County,MD,0,0,12,60,161,232,386,553,666,798,0,0,0,8,12,19,25,26,26,26,50381
1231,St. Mary's County,MD,0,0,30,165,518,646,904,1112,1310,1501,0,0,0,7,24,51,52,55,57,60,113510
1232,Somerset County,MD,0,0,4,33,74,87,121,195,277,435,0,0,0,0,3,3,3,4,4,6,25616
1233,Talbot County,MD,0,0,5,44,101,141,361,473,568,655,0,0,0,1,3,4,4,4,6,6,37181
1234,Washington County,MD,0,0,27,232,480,687,967,1312,1827,2327,0,0,0,6,15,28,30,33,39,46,151049
1235,Wicomico County,MD,0,0,7,473,955,1074,1287,1565,2009,2539,0,0,1,10,30,40,44,47,48,51,103609
1236,Worcester County,MD,0,0,5,75,217,289,583,808,1058,1222,0,0,0,2,13,17,19,24,27,31,52276
1237,Baltimore City,MD,0,0,313,2319,5688,7701,11406,14478,15629,17850,0,0,3,120,263,340,409,461,486,504,593490
1238,Statewide Unallocated,MA,0,0,213,981,336,287,303,1603,1006,1193,0,0,4,7,7,7,6,5,5,5,0
1239,Barnstable County,MA,0,0,314,946,1430,1547,1755,1858,2010,2245,0,0,6,47,118,147,156,165,174,183,212990
1240,Berkshire County,MA,0,0,240,451,566,600,654,704,759,826,0,0,7,36,40,44,46,46,50,52,124944
1241,Bristol County,MA,0,0,517,4019,7380,8264,9088,9790,10717,13126,0,0,4,198,435,587,623,659,701,757,565217
1242,Dukes County,MA,0,0,7,21,41,49,65,72,80,101,0,0,0,0,0,0,0,0,0,0,17332
1243,Essex County,MA,0,0,1238,9542,14795,16176,17305,18863,20738,24796,0,0,23,499,971,1111,1182,1239,1290,1353,789034
1244,Franklin County,MA,0,0,89,269,335,372,404,431,451,519,0,0,11,37,47,55,60,65,68,73,70180
1245,Hampden County,MA,0,0,661,4066,6201,6812,7433,7978,8571,10439,0,0,27,398,603,661,697,746,781,816,466372
1246,Hampshire County,MA,0,0,114,559,883,969,1132,1279,1369,1639,0,0,4,36,90,114,127,140,144,155,160830
1247,Middlesex County,MA,0,0,2202,15370,22296,24039,25801,27622,29881,34552,0,0,39,972,1663,1867,1983,2070,2154,2279,1611699
1248,Nantucket County,MA,0,0,9,11,13,17,33,44,108,172,0,0,0,1,1,1,1,1,1,2,11399
1249,Norfolk County,MA,0,1,1045,6280,8600,9200,10305,11033,11790,13343,0,0,24,550,845,933,986,1018,1066,1111,706775
1250,Plymouth County,MA,0,0,745,5507,8228,8707,9107,9625,10288,11987,0,0,7,323,568,663,711,742,770,836,521202
1251,Suffolk County,MA,1,1,2183,13777,18636,19892,21279,23472,25565,29748,0,0,22,588,902,1007,1057,1106,1137,1180,803907
1252,Worcester County,MA,0,0,825,6288,11438,12407,13376,14159,15109,19326,0,0,14,312,790,934,991,1055,1115,1173,830622
1253,Statewide Unallocated,MI,0,0,289,1967,4166,4346,4428,5612,6004,7495,0,0,2,44,74,73,74,76,80,83,0
1254,Alcona County,MI,0,0,0,4,17,22,28,34,46,55,0,0,0,0,1,1,1,2,2,3,10405
1255,Alger County,MI,0,0,0,0,0,4,8,17,19,119,0,0,0,0,0,0,0,0,0,1,9108
1256,Allegan County,MI,0,0,6,113,221,325,498,643,785,1434,0,0,0,2,6,6,6,6,7,7,118081
1257,Alpena County,MI,0,0,0,83,95,122,125,132,145,175,0,0,0,6,9,11,13,14,14,14,28405
1258,Antrim County,MI,0,0,4,10,12,20,36,60,71,142,0,0,0,0,0,0,0,0,0,0,23324
1259,Arenac County,MI,0,0,2,27,34,38,40,59,71,109,0,0,0,1,1,2,3,3,3,3,14883
1260,Baraga County,MI,0,0,0,1,1,5,5,8,36,114,0,0,0,0,0,0,0,0,2,4,8209
1261,Barry County,MI,0,0,5,37,64,106,167,214,326,774,0,0,0,1,2,2,2,2,4,6,61550
1262,Bay County,MI,0,0,18,157,317,396,542,825,1027,1525,0,0,0,6,24,30,31,41,51,63,103126
1263,Benzie County,MI,0,0,0,4,4,10,28,47,83,143,0,0,0,0,0,0,1,2,2,2,17766
1264,Berrien County,MI,0,0,52,300,636,901,1283,1614,1908,2906,0,0,1,18,53,60,65,70,74,86,153401
1265,Branch County,MI,0,0,6,66,124,257,327,483,640,948,0,0,0,2,2,2,2,3,5,11,43517
1266,Calhoun County,MI,0,0,31,237,386,550,737,994,1492,3157,0,0,1,15,23,36,41,44,46,69,134159
1267,Cass County,MI,0,0,6,32,83,152,290,412,611,1073,0,0,1,2,3,5,10,16,17,24,51787
1268,Charlevoix County,MI,0,0,5,13,15,27,42,72,107,211,0,0,0,1,1,2,2,2,3,4,26143
1269,Cheboygan County,MI,0,0,6,19,21,27,38,79,93,183,0,0,0,1,1,2,2,2,2,2,25276
1270,Chippewa County,MI,0,0,0,2,2,11,31,57,80,182,0,0,0,0,0,0,0,0,0,0,37349
1271,Clare County,MI,0,0,1,11,19,29,59,99,113,309,0,0,0,1,2,3,3,4,4,13,30950
1272,Clinton County,MI,0,0,49,118,140,236,412,488,699,1249,0,0,1,10,11,12,13,13,14,16,79595
1273,Crawford County,MI,0,0,1,56,58,70,95,113,126,156,0,0,0,4,5,5,5,5,5,5,14029
1274,Delta County,MI,0,0,5,13,17,26,77,157,560,1332,0,0,0,2,2,3,3,3,8,34,35784
1275,Dickinson County,MI,0,0,1,3,5,7,45,65,174,722,0,0,1,2,2,2,2,2,2,21,25239
1276,Eaton County,MI,0,0,47,136,189,320,445,512,694,1245,0,0,2,6,6,7,7,8,10,11,110268
1277,Emmet County,MI,0,0,6,21,21,29,56,125,160,298,0,0,2,2,2,2,2,2,4,4,33415
1278,Genesee County,MI,0,0,422,1634,2021,2766,3487,3967,4727,7213,0,0,11,196,252,288,294,305,309,341,405813
1279,Gladwin County,MI,0,0,2,14,18,27,52,78,105,234,0,0,0,1,1,1,2,2,2,2,25449
1280,Gogebic County,MI,0,0,3,4,5,7,88,144,167,443,0,0,1,1,1,1,1,1,2,11,13975
1281,Grand Traverse County,MI,0,0,11,19,27,52,196,353,496,859,0,0,2,5,5,5,5,6,9,13,93088
1282,Gratiot County,MI,0,0,4,25,76,92,144,188,292,585,0,0,0,2,11,13,15,15,15,17,40711
1283,Hillsdale County,MI,0,0,26,131,169,197,250,303,358,564,0,0,2,18,24,25,25,26,27,29,45605
1284,Houghton County,MI,0,0,1,2,6,14,47,74,562,977,0,0,0,0,0,0,0,1,2,9,35684
1285,Huron County,MI,0,0,4,22,48,66,146,201,227,286,0,0,0,1,1,3,4,4,5,6,30981
1286,Ingham County,MI,0,0,152,506,745,1054,1473,1783,3607,4834,0,0,1,13,27,29,30,40,49,68,292406
1287,Ionia County,MI,0,0,6,90,152,196,265,298,378,808,0,0,0,2,4,4,5,7,7,8,64697
1288,Iosco County,MI,0,0,1,52,95,116,129,143,228,309,0,0,0,7,9,11,12,12,12,16,25127
1289,Iron County,MI,0,0,0,0,1,6,17,35,203,465,0,0,0,0,0,1,1,1,4,25,11066
1290,Isabella County,MI,0,0,9,61,78,128,198,491,724,1120,0,0,2,7,7,8,9,9,14,15,69872
1291,Jackson County,MI,0,0,69,361,456,517,680,827,1129,1955,0,0,3,24,28,31,33,40,45,69,158510
1292,Kalamazoo County,MI,0,0,40,456,848,1093,1541,1942,3053,5111,0,0,1,18,58,68,81,88,96,112,265066
1293,Kalkaska County,MI,0,0,8,17,19,34,48,65,88,140,0,0,1,2,2,2,4,4,4,4,18038
1294,Kent County,MI,0,0,136,1786,3777,5064,7105,8484,10187,15522,0,0,2,39,93,135,154,167,172,186,656955
1295,Keweenaw County,MI,0,0,0,0,0,1,2,2,10,21,0,0,0,0,0,0,0,0,0,0,2116
1296,Lake County,MI,0,0,0,2,6,9,17,29,35,67,0,0,0,0,0,0,0,0,0,1,11853
1297,Lapeer County,MI,0,0,22,171,191,300,412,536,636,981,0,0,0,26,30,31,32,35,36,38,87607
1298,Leelanau County,MI,0,0,1,9,11,19,64,91,114,160,0,0,0,0,0,0,0,1,1,2,21761
1299,Lenawee County,MI,0,0,24,107,154,227,390,570,842,1196,0,0,0,2,4,6,12,13,18,20,98451
1300,Livingston County,MI,0,0,121,356,397,584,769,1109,1417,2270,0,0,2,19,26,28,28,29,31,35,191995
1301,Luce County,MI,0,0,1,1,3,3,3,5,13,75,0,0,0,0,0,0,0,0,0,0,6229
1302,Mackinac County,MI,0,0,2,6,8,9,19,37,68,167,0,0,0,0,0,0,0,0,0,0,10799
1303,Macomb County,MI,0,0,1560,5736,6720,7469,9565,12780,14819,19402,0,0,65,628,818,917,936,968,1024,1093,873972
1304,Manistee County,MI,0,0,1,11,11,19,32,54,80,152,0,0,0,0,0,0,0,1,3,3,24558
1305,Marquette County,MI,0,0,7,49,56,70,133,244,396,1195,0,0,0,8,11,11,11,11,12,15,66699
1306,Mason County,MI,0,0,0,12,32,57,97,120,135,268,0,0,0,0,0,0,0,0,0,2,29144
1307,Mecosta County,MI,0,0,4,14,21,29,56,88,228,582,0,0,1,1,2,2,2,2,3,4,43453
1308,Menominee County,MI,0,0,0,5,8,16,91,250,419,757,0,0,0,0,0,0,0,0,2,6,22780
1309,Midland County,MI,0,0,16,62,82,169,298,417,629,1138,0,0,0,6,8,9,9,11,11,14,83156
1310,Missaukee County,MI,0,0,1,16,16,29,40,46,64,94,0,0,1,1,1,1,1,1,1,1,15118
1311,Monroe County,MI,0,0,95,311,472,619,882,1320,1548,2134,0,0,0,12,20,21,22,27,28,39,150500
1312,Montcalm County,MI,0,0,12,44,66,96,179,224,342,753,0,0,0,1,1,1,1,4,6,12,63888
1313,Montmorency County,MI,0,0,0,5,5,5,8,12,15,37,0,0,0,0,0,0,0,0,0,0,9328
1314,Muskegon County,MI,0,0,30,304,648,827,1122,1339,1558,2444,0,0,2,17,37,51,58,67,70,84,173566
1315,Newaygo County,MI,0,0,2,26,108,176,246,298,389,685,0,0,0,0,0,0,0,1,2,3,48980
1316,Oakland County,MI,0,0,2540,7499,8412,12108,14721,18053,20854,26259,0,0,136,757,999,1091,1126,1163,1203,1239,1257584
1317,Oceana County,MI,0,0,3,16,89,307,462,501,528,664,0,0,0,1,2,3,6,6,6,6,26467
1318,Ogemaw County,MI,0,0,2,14,22,34,51,58,68,125,0,0,0,0,1,2,2,4,5,5,20997
1319,Ontonagon County,MI,0,0,0,0,0,0,4,34,43,116,0,0,0,0,0,0,0,0,0,0,5720
